t,u,wl,wr
0,0,0,0
0.0501380000000005,0,0,0
0.100041000000001,0,0,0
0.150019,0,0,0
0.200021,0,0,0
0.250125000000001,0,0,0
0.300071000000001,0,0,0
0.350037,0,0,0
0.400030000000001,0,0,0
0.450099,0,0,0
0.500016,0,0,0
0.550049,3.105,5.86430628670095,5.44542726622231
0.600006,3.105,17.3136661797837,16.1966554585074
0.650022,3.105,19.2684349420174,19.4080612821769
0.700117000000001,3.105,20.1061929829747,20.2458193231342
0.750019,3.105,20.3854456632938,20.5250720034533
0.800022999999999,3.105,20.2458193231342,20.8043246837724
0.850012,3.105,20.3854456632938,20.8043246837724
0.899996,3.105,20.6646983436129,20.943951023932
0.950012000000001,3.105,20.5250720034533,21.0835773640915
1.000087,3.105,20.6646983436129,20.943951023932
1.050012,0,18.8495559215388,19.5476876223365
1.100055,0,11.4493598930828,13.543754995476
1.150129,0,4.74729556542458,7.5398223686155
1.200094,0,0.279252680319093,2.37364778271229
1.250011,0,0,0
1.3,0,0,0
1.350107,0,0,0
1.400051,0,0,0
1.450039,0,0,0
1.499977,0,0,0
1.54998,0,0,0
1.6,0,0,0
1.650055,0,0,0
1.700025,0,0,0
1.750045,0,0,0
1.800019,0,0,0
1.850047,0,0,0
1.899994,0,0,0
1.949973,0,0,0
2.000034,0,0,0
2.050019,3.105,6.14355896702004,5.30580092606276
2.100075,3.105,17.4532925199433,16.7551608191456
2.150013,3.105,19.4080612821769,19.5476876223365
2.199996,3.105,20.2458193231342,20.6646983436129
2.250035,3.105,20.3854456632938,20.8043246837724
2.300037,3.105,20.5250720034533,20.8043246837724
2.349984,3.105,20.5250720034533,20.943951023932
2.399976,3.105,20.5250720034533,21.0835773640915
2.450023,3.105,20.6646983436129,21.0835773640915
2.500117,3.105,20.8043246837724,21.0835773640915
2.550089,0,18.8495559215388,19.4080612821769
2.600009,0,11.5889862332423,13.543754995476
2.649998,0,4.74729556542458,7.5398223686155
2.70001,0,0.279252680319093,2.37364778271229
2.750048,0,0,0
2.800007,0,0,0
2.850048,0,0,0
2.900021,0,0,0
2.950116,0,0,0
3.000116,0,0,0
3.05004,0,0,0
3.100061,0,0,0
3.150036,0,0,0
3.200039,0,0,0
3.249973,0,0,0
3.300042,0,0,0
3.350018,0,0,0
3.400119,0,0,0
3.450039,0,0,0
3.499987,0,0,0
3.550015,3.105,6.00393262686049,5.44542726622231
3.600049,3.105,17.1740398396242,16.615534478986
3.65006,3.105,19.5476876223365,19.5476876223365
3.700041,3.105,20.2458193231342,20.5250720034533
3.749981,3.105,20.2458193231342,20.8043246837724
3.800041,3.105,20.5250720034533,20.943951023932
3.850134,3.105,20.5250720034533,21.0835773640915
3.900024,3.105,20.6646983436129,20.943951023932
3.950027,3.105,20.6646983436129,21.0835773640915
4.000063,3.105,20.6646983436129,21.223203704251
4.050031,3.105,20.5250720034533,21.223203704251
4.100068,3.105,20.6646983436129,21.223203704251
4.149977,3.105,20.5250720034533,21.223203704251
4.200031,3.105,20.5250720034533,21.223203704251
4.249982,3.105,20.6646983436129,21.223203704251
4.300003,3.105,20.6646983436129,21.3628300444106
4.349976,3.105,20.6646983436129,21.223203704251
4.400023,3.105,20.6646983436129,21.3628300444106
4.450042,3.105,20.6646983436129,21.3628300444106
4.500077,3.105,20.6646983436129,21.3628300444106
4.550134,3.105,20.8043246837724,21.223203704251
4.599996,3.105,20.6646983436129,21.223203704251
4.650037,3.105,20.8043246837724,21.223203704251
4.700035,3.105,20.8043246837724,21.223203704251
4.749991,3.105,20.8043246837724,21.3628300444106
4.800081,3.105,20.943951023932,21.3628300444106
4.849977,3.105,20.8043246837724,21.3628300444106
4.900038,3.105,20.8043246837724,21.3628300444106
4.950036,3.105,20.943951023932,21.223203704251
5.000047,3.105,20.8043246837724,21.3628300444106
5.049985,3.105,20.943951023932,21.3628300444106
5.100002,3.105,20.8043246837724,21.223203704251
5.150083,3.105,20.943951023932,21.5024563845701
5.199997,3.105,20.943951023932,21.223203704251
5.250079,3.105,20.8043246837724,21.3628300444106
5.299976,3.105,20.8043246837724,21.3628300444106
5.350044,3.105,20.943951023932,21.3628300444106
5.400073,3.105,20.943951023932,21.3628300444106
5.450004,3.105,20.943951023932,21.3628300444106
5.500032,3.105,21.0835773640915,21.3628300444106
5.550004,3.105,20.943951023932,21.223203704251
5.600023,3.105,21.0835773640915,21.3628300444106
5.650013,3.105,21.0835773640915,21.3628300444106
5.700001,3.105,20.943951023932,21.3628300444106
5.750007,3.105,21.0835773640915,21.5024563845701
5.800058,3.105,20.943951023932,21.3628300444106
5.850059,3.105,20.8043246837724,21.3628300444106
5.900001,3.105,20.943951023932,21.3628300444106
5.950008,3.105,20.8043246837724,21.5024563845701
6.000004,3.105,20.8043246837724,21.3628300444106
6.049992,0,18.7099295813792,19.687313962496
6.099978,0,11.4493598930828,13.6833813356355
6.150005,0,4.60766922526503,7.95870138909414
6.200024,0,0.139626340159546,2.65290046303138
6.250061,0,0,0
6.300072,0,0,0
6.349975,0,0,0
6.400034,0,0,0
6.450025,0,0,0
6.500094,0,0,0
6.550054,3.105,6.00393262686049,5.30580092606276
6.60004,3.105,17.1740398396242,16.615534478986
6.650035,3.105,19.5476876223365,19.687313962496
6.699993,3.105,20.2458193231342,20.6646983436129
6.750099,3.105,20.5250720034533,20.943951023932
6.800025,3.105,20.3854456632938,20.943951023932
6.850016,3.105,20.6646983436129,21.223203704251
6.900031,3.105,20.6646983436129,21.223203704251
6.950078,3.105,20.6646983436129,21.3628300444106
6.999998,3.105,20.6646983436129,21.3628300444106
7.049997,0,18.7099295813792,19.8269403026556
7.100017,0,11.4493598930828,14.1022603561142
7.150075,0,4.74729556542458,8.23795406941323
7.200145,0,0.279252680319093,2.93215314335047
7.250052,0,0,0
7.300008,0,0,0
7.349997,0,0,0
7.400013,0,0,0
7.450052,0,0,0
7.500011,0,0,0
7.550042,3.105,5.86430628670095,5.30580092606276
7.600066,3.105,17.3136661797837,16.4759081388265
7.649998,3.105,19.5476876223365,19.8269403026556
7.699995,3.105,20.1061929829747,20.8043246837724
7.749975,3.105,20.3854456632938,21.0835773640915
7.800026,3.105,20.5250720034533,21.223203704251
7.850054,3.105,20.6646983436129,21.3628300444106
7.899992,3.105,20.5250720034533,21.3628300444106
7.950008,3.105,20.8043246837724,21.3628300444106
7.999999,3.105,20.8043246837724,21.5024563845701
8.049998,0,18.7099295813792,19.9665666428151
8.100059,0,11.4493598930828,13.9626340159546
8.150005,0,4.74729556542458,8.23795406941323
8.200042,0,0.279252680319093,2.93215314335047
8.250037,0,0,0
8.300057,0,0,0
8.35006,0,0,0
8.399972,0,0,0
8.449989,0,0,0
8.500026,0,0,0
8.550071,0,0,0
8.600085,0,0,0
8.650026,0,0,0
8.699978,0,0,0
8.750059,0,0,0
8.800032,0,0,0
8.85002,0,0,0
8.900036,0,0,0
8.950026,0,0,0
9.000131,0,0,0
9.050045,0,0,0
9.100003,0,0,0
9.150015,0,0,0
9.200052,0,0,0
9.250045,0,0,0
9.299984,0,0,0
9.350022,0,0,0
9.40002,0,0,0
9.450104,0,0,0
9.500121,0,0,0
9.550036,3.105,6.00393262686049,5.44542726622231
9.600025,3.105,17.1740398396242,16.7551608191456
