t,u,wl,wr
0.0,0.0,0.0,0.0
0.025007999999999697,0.0,0.0,0.0
0.04997500000000343,0.0,0.0,0.0
0.07510000000000616,0.0,0.0,0.0
0.09999000000000535,0.5,-1.9547687622336491,-1.6755160819145563
0.12498600000000692,0.5,-11.728612573401895,-11.170107212763709
0.14996500000000879,0.5,-17.31366617978375,-16.47590813882647
0.17503500000000827,0.5,-19.54768762233649,-19.268434942017397
0.199971000000005,0.5,-20.38544566329377,-20.664698343612862
0.22508200000000045,0.5,-21.223203704251045,-21.223203704251045
0.25010800000001154,0.5,-21.223203704251045,-21.78170906488923
0.2749900000000025,0.5,-21.223203704251045,-21.50245638457014
0.3000949999999989,0.5,-21.50245638457014,-22.060961745208324
0.3249849999999981,0.5,-21.223203704251045,-21.78170906488923
0.3500270000000114,0.5,-21.50245638457014,-21.78170906488923
0.3749770000000012,0.5,-21.223203704251045,-21.78170906488923
0.3999730000000028,0.5,-21.50245638457014,-22.060961745208324
0.4250120000000095,0.5,-21.223203704251045,-22.060961745208324
0.45004699999999787,0.5,-21.50245638457014,-22.060961745208324
0.474969999999999,0.5,-21.223203704251045,-21.78170906488923
0.5000380000000035,0.0,-21.223203704251045,-21.78170906488923
0.5250060000000047,0.0,-17.872171540421935,-18.989182261698307
0.5499850000000066,0.0,-14.800392056911914,-16.47590813882647
0.575130999999999,0.0,-11.728612573401895,-13.962634015954636
0.6001150000000024,0.5,-10.053096491487338,-12.28711793404008
0.6249700000000047,0.5,-15.638150097869193,-16.47590813882647
0.6499680000000012,0.5,-18.989182261698307,-19.268434942017397
0.6750410000000073,0.5,-20.38544566329377,-20.38544566329377
0.7000390000000039,0.5,-20.943951023931955,-21.223203704251045
0.7251090000000033,0.5,-21.223203704251045,-21.78170906488923
0.7500399999999985,0.5,-21.223203704251045,-21.78170906488923
0.7750320000000102,0.5,-21.50245638457014,-21.78170906488923
0.800021000000001,0.5,-21.50245638457014,-22.060961745208324
0.8250360000000114,0.5,-21.223203704251045,-21.78170906488923
0.8499670000000066,0.5,-21.50245638457014,-22.060961745208324
0.8750990000000058,0.5,-21.50245638457014,-22.060961745208324
0.9000110000000063,0.5,-21.50245638457014,-22.060961745208324
0.9250049999999987,0.5,-21.50245638457014,-22.060961745208324
0.9500050000000044,0.5,-21.50245638457014,-21.78170906488923
0.9749940000000095,0.5,-21.50245638457014,-22.060961745208324
1.000025000000008,0.0,-20.943951023931955,-21.78170906488923
1.0250920000000008,0.0,-17.872171540421935,-19.268434942017397
1.0500900000000115,0.0,-14.521139376592823,-16.47590813882647
1.0749890000000022,0.0,-11.170107212763709,-13.962634015954636
1.1000370000000004,0.0,-8.377580409572781,-11.4493598930828
1.125,0.0,-5.585053606381854,-9.21533845053006
1.150036,0.0,-2.792526803190927,-6.981317007977318
1.174993999999998,0.0,-0.2792526803190927,-4.747295565424577
1.2000330000000048,0.5,-1.9547687622336491,-4.468042885105484
1.2250140000000016,0.5,-12.007865253720986,-12.28711793404008
1.250070000000008,0.5,-17.034413499464655,-17.31366617978375
1.2749680000000012,0.5,-19.54768762233649,-19.54768762233649
1.3000360000000057,0.0,-20.106192982974676,-20.38544566329377
1.325016000000005,0.0,-17.034413499464655,-18.43067690106012
1.350003000000001,0.0,-13.962634015954636,-15.638150097869193
1.3750229999999988,0.0,-10.890854532444616,-13.124875974997359
1.400055000000009,0.5,-9.494591130849154,-12.007865253720986
1.424968000000007,0.5,-15.3588974175501,-16.19665545850738
1.4500230000000016,0.5,-18.70992958137921,-18.989182261698307
1.4750050000000101,0.5,-20.106192982974676,-20.664698343612862
1.5000110000000006,0.0,-20.38544566329377,-20.943951023931955
1.5250139999999988,0.0,-17.59291886010284,-18.70992958137921
1.5500700000000052,0.0,-14.241886696273728,-16.19665545850738
1.5750010000000003,0.0,-11.170107212763709,-13.40412865531645
1.6000270000000114,0.5,-9.494591130849154,-12.28711793404008
1.6249790000000104,0.5,-15.638150097869193,-16.47590813882647
1.6500810000000001,0.5,-18.989182261698307,-19.268434942017397
1.6750920000000065,0.5,-20.106192982974676,-20.664698343612862
1.7000110000000035,0.0,-20.38544566329377,-20.943951023931955
1.7250120000000067,0.0,-17.59291886010284,-18.70992958137921
1.749998000000005,0.0,-14.521139376592823,-16.19665545850738
