t,u,wl,wr
0.0,0.0,0.0,0.0
0.00989799999999974,0.0,0.0,0.0
0.019909999999999428,0.0,0.0,0.0
0.02994600000000247,0.0,0.0,0.0
0.03997000000000028,0.0,0.0,0.0
0.0499849999999995,0.5,0.0,0.0
0.06002600000000058,0.5,-3.490658503988659,-3.490658503988659
0.06989800000000201,0.5,-8.377580409572781,-7.679448708775049
0.07996999999999943,0.5,-12.566370614359172,-10.471975511965976
0.0899610000000024,0.5,-14.660765716752369,-13.264502315156903
0.09997200000000106,0.5,-16.05702911834783,-14.660765716752369
0.10997599999999963,0.5,-17.453292519943297,-16.05702911834783
0.11996600000000157,0.5,-18.151424220741028,-17.453292519943297
0.1299109999999999,0.5,-18.84955592153876,-18.151424220741028
0.1399310000000007,0.5,-18.84955592153876,-18.84955592153876
0.1500140000000023,0.5,-20.245819323134224,-18.84955592153876
0.16000000000000014,0.5,-19.54768762233649,-19.54768762233649
0.16994800000000154,0.5,-20.245819323134224,-20.245819323134224
0.17995400000000217,0.5,-20.245819323134224,-19.54768762233649
0.1899809999999995,0.5,-20.245819323134224,-20.245819323134224
0.19997899999999902,0.5,-20.245819323134224,-20.245819323134224
0.21055899999999994,0.5,-21.642082724729686,-21.642082724729686
0.21993600000000058,0.5,-19.54768762233649,-18.84955592153876
0.2299250000000015,0.5,-20.245819323134224,-20.94395102393195
0.23990600000000128,0.5,-20.245819323134224,-20.245819323134224
0.25004200000000054,0.5,-20.94395102393195,-21.642082724729686
0.26000200000000007,0.5,-20.245819323134224,-20.245819323134224
0.27006700000000095,0.5,-20.94395102393195,-20.94395102393195
0.27989700000000184,0.5,-20.94395102393195,-20.94395102393195
0.28999100000000055,0.5,-20.245819323134224,-20.94395102393195
0.2999600000000022,0.5,-20.94395102393195,-20.94395102393195
0.30991000000000213,0.5,-20.245819323134224,-20.94395102393195
0.3199430000000021,0.5,-20.94395102393195,-20.94395102393195
0.32998300000000214,0.5,-20.94395102393195,-21.642082724729686
0.33989899999999906,0.5,-20.245819323134224,-20.94395102393195
0.34998099999999965,0.5,-20.94395102393195,-20.94395102393195
0.3599740000000011,0.5,-20.94395102393195,-20.94395102393195
0.369961,0.5,-20.94395102393195,-21.642082724729686
0.3799400000000013,0.5,-20.94395102393195,-20.94395102393195
0.3899460000000019,0.5,-20.245819323134224,-21.642082724729686
0.39997600000000233,0.5,-20.94395102393195,-20.94395102393195
0.4099080000000015,0.5,-20.94395102393195,-21.642082724729686
0.4198990000000009,0.5,-20.94395102393195,-20.94395102393195
0.4299040000000005,0.5,-20.94395102393195,-21.642082724729686
0.439900999999999,0.5,-20.94395102393195,-20.94395102393195
0.44990999999999914,0.5,-20.94395102393195,-21.642082724729686
0.4600010000000019,0.5,-20.94395102393195,-21.642082724729686
0.46994199999999964,0.5,-20.94395102393195,-20.94395102393195
0.4799059999999997,0.5,-20.94395102393195,-21.642082724729686
0.4899520000000024,0.5,-20.94395102393195,-21.642082724729686
0.5000370000000025,0.5,-20.94395102393195,-20.94395102393195
0.5099070000000019,0.5,-20.245819323134224,-20.94395102393195
0.5199110000000005,0.5,-20.94395102393195,-21.642082724729686
0.5299599999999991,0.5,-20.94395102393195,-21.642082724729686
0.5399370000000019,0.5,-20.94395102393195,-20.94395102393195
0.5499240000000007,0.5,-20.94395102393195,-20.94395102393195
0.5599890000000016,0.5,-20.94395102393195,-21.642082724729686
0.5699430000000021,0.5,-20.94395102393195,-21.642082724729686
0.5799520000000022,0.5,-20.94395102393195,-20.94395102393195
0.5899430000000017,0.5,-20.94395102393195,-20.94395102393195
0.6000329999999998,0.5,-21.642082724729686,-21.642082724729686
0.6098980000000012,0.5,-20.245819323134224,-20.94395102393195
0.6199390000000022,0.5,-20.94395102393195,-21.642082724729686
0.6299470000000014,0.5,-20.94395102393195,-21.642082724729686
0.6399360000000023,0.5,-20.94395102393195,-20.94395102393195
0.6500240000000019,0.5,-21.642082724729686,-21.642082724729686
0.6600080000000013,0.5,-20.94395102393195,-21.642082724729686
0.6699009999999994,0.5,-20.245819323134224,-20.94395102393195
0.6798980000000014,0.5,-20.94395102393195,-21.642082724729686
0.6899300000000004,0.5,-20.94395102393195,-20.94395102393195
0.6999020000000016,0.5,-20.94395102393195,-21.642082724729686
0.7099210000000014,0.5,-20.94395102393195,-20.94395102393195
0.7199659999999994,0.5,-20.94395102393195,-21.642082724729686
0.7299430000000022,0.5,-20.94395102393195,-20.94395102393195
0.7399489999999993,0.5,-20.94395102393195,-21.642082724729686
0.7499120000000019,0.5,-20.94395102393195,-21.642082724729686
0.7600049999999996,0.5,-20.94395102393195,-20.94395102393195
0.7699460000000009,0.5,-20.94395102393195,-21.642082724729686
0.7798970000000018,0.5,-20.94395102393195,-20.94395102393195
0.7899160000000016,0.5,-20.94395102393195,-21.642082724729686
0.7999760000000009,0.5,-21.642082724729686,-21.642082724729686
0.8099629999999998,0.5,-20.94395102393195,-20.94395102393195
0.8199380000000005,0.5,-20.94395102393195,-21.642082724729686
0.829931000000002,0.5,-20.94395102393195,-20.94395102393195
0.8399420000000006,0.5,-20.94395102393195,-21.642082724729686
0.8499250000000025,0.5,-20.94395102393195,-21.642082724729686
0.8600130000000021,0.5,-20.94395102393195,-20.94395102393195
0.8699040000000018,0.5,-20.94395102393195,-21.642082724729686
0.8799869999999999,0.5,-20.94395102393195,-21.642082724729686
0.8899270000000001,0.5,-20.94395102393195,-20.94395102393195
0.9000079999999997,0.5,-20.94395102393195,-21.642082724729686
0.9099640000000022,0.5,-20.94395102393195,-21.642082724729686
0.9199219999999997,0.5,-20.94395102393195,-20.94395102393195
0.929940000000002,0.5,-20.94395102393195,-21.642082724729686
0.9399300000000004,0.5,-20.94395102393195,-21.642082724729686
0.9499160000000018,0.5,-20.94395102393195,-20.94395102393195
0.9599890000000002,0.5,-21.642082724729686,-21.642082724729686
0.9699480000000023,0.5,-20.94395102393195,-21.642082724729686
