t,u,wl,wr
0,3.105,0,0
0.0500089999999958,3.105,11.0304808726042,10.6116018521255
0.0999169999999978,3.105,18.4306769010601,18.0117978805815
0.149958999999996,3.105,19.8269403026556,19.9665666428151
0.199968999999996,3.105,20.3854456632938,20.3854456632938
0.249994000000001,3.105,20.3854456632938,20.6646983436129
0.300014999999995,3.105,20.6646983436129,21.0835773640915
0.349978999999998,3.105,20.5250720034533,21.0835773640915
0.399912999999998,3.105,20.6646983436129,21.0835773640915
0.449978000000002,3.105,20.8043246837724,21.3628300444106
0.500079999999997,3.105,20.8043246837724,21.223203704251
0.550000999999995,3.105,20.6646983436129,21.3628300444106
0.599975000000001,3.105,20.8043246837724,21.3628300444106
0.64996,3.105,20.8043246837724,21.223203704251
0.699959999999997,3.105,20.8043246837724,20.943951023932
0.750011000000001,3.105,20.943951023932,21.223203704251
0.799937,3.105,20.8043246837724,21.223203704251
0.849964999999997,3.105,20.8043246837724,21.0835773640915
0.899921999999997,3.105,20.6646983436129,21.0835773640915
0.950072999999996,3.105,20.943951023932,21.223203704251
1.000056,3.105,20.6646983436129,21.223203704251
1.049931,3.105,20.6646983436129,21.0835773640915
1.099933,3.105,20.8043246837724,21.223203704251
1.14994,3.105,20.8043246837724,21.223203704251
1.19999,3.105,20.8043246837724,21.3628300444106
1.24997,3.105,20.8043246837724,21.223203704251
1.299945,3.105,20.8043246837724,21.223203704251
1.349975,3.105,20.8043246837724,21.3628300444106
1.400023,3.105,20.8043246837724,21.3628300444106
1.449962,3.105,20.8043246837724,21.223203704251
1.499931,3.105,20.6646983436129,21.3628300444106
1.549927,3.105,20.943951023932,21.3628300444106
1.600032,3.105,20.8043246837724,21.5024563845701
1.649956,3.105,20.8043246837724,21.223203704251
1.699944,3.105,20.8043246837724,21.3628300444106
1.749916,3.105,20.8043246837724,21.3628300444106
1.799932,3.105,20.943951023932,21.5024563845701
1.850012,3.105,20.943951023932,21.3628300444106
1.89994799999999,3.105,20.943951023932,21.223203704251
1.949959,3.105,20.8043246837724,21.223203704251
1.999928,0,20.943951023932,21.223203704251
2.04995,0,16.8947871593051,18.0117978805815
2.099982,0,9.35496479068961,11.7286125734019
2.149954,0,2.51327412287183,6.28318530717959
2.199957,0,0,1.25663706143592
2.249998,0,0,0
2.300013,0,0,0
2.349973,0,0,0
2.39994,0,0,0
2.44994699999999,0,0,0
2.500029,0,0,0
2.549932,0,0,0
2.59999,0,0,0
2.649922,0,0,0
2.699954,0,0,0
2.749964,0,0,0
2.799938,0,0,0
2.84993,0,0,0
2.899925,0,0,0
2.94999199999999,0,0,0
3.000079,3.105,0,0
3.050043,3.105,10.6116018521255,10.0530964914873
3.099926,3.105,18.151424220741,18.151424220741
3.149927,3.105,19.687313962496,19.9665666428151
3.199994,3.105,20.2458193231342,20.6646983436129
3.24995,3.105,20.2458193231342,20.8043246837724
3.299955,3.105,20.6646983436129,21.0835773640915
3.34994,3.105,20.5250720034533,21.0835773640915
3.400023,3.105,20.8043246837724,21.3628300444106
3.44999,3.105,20.6646983436129,21.223203704251
3.500005,3.105,20.6646983436129,21.3628300444106
3.549928,3.105,20.8043246837724,21.223203704251
3.599993,3.105,20.8043246837724,21.5024563845701
3.649992,3.105,20.8043246837724,21.223203704251
3.700022,3.105,20.8043246837724,21.5024563845701
3.749941,3.105,20.8043246837724,21.223203704251
3.799948,3.105,20.943951023932,21.223203704251
3.850029,3.105,20.943951023932,21.3628300444106
3.899968,3.105,20.8043246837724,21.3628300444106
3.949936,3.105,20.8043246837724,21.5024563845701
3.999952,0,20.8043246837724,21.223203704251
4.049966,0,16.615534478986,18.0117978805815
4.100049,0,9.21533845053006,11.8682389135614
4.149971,0,2.51327412287183,6.14355896702004
4.199991,0,0,1.39626340159546
4.24992599999999,0,0,0
4.299928,0,0,0
4.350002,0,0,0
4.399947,0,0,0
4.449924,0,0,0
4.499919,0,0,0
4.550025,0,0,0
4.600004,0,0,0
4.649967,0,0,0
4.699991,0,0,0
4.750052,0,0,0
4.799995,0,0,0
4.849971,0,0,0
4.899977,0,0,0
4.949934,0,0,0
5.000035,3.105,0,0
5.049989,3.105,11.4493598930828,10.3323491718064
5.09993799999999,3.105,18.4306769010601,18.151424220741
5.149976,3.105,19.9665666428151,20.1061929829747
5.199933,3.105,20.2458193231342,20.8043246837724
5.249993,3.105,20.5250720034533,21.0835773640915
5.299923,3.105,20.6646983436129,21.0835773640915
5.349945,3.105,20.6646983436129,21.3628300444106
5.400006,3.105,20.6646983436129,21.223203704251
5.449997,3.105,20.6646983436129,21.5024563845701
5.500005,3.105,20.8043246837724,21.3628300444106
5.549924,3.105,20.8043246837724,21.223203704251
5.599962,3.105,20.943951023932,21.3628300444106
5.650026,3.105,20.943951023932,21.5024563845701
5.699921,3.105,20.943951023932,21.223203704251
5.750036,3.105,20.943951023932,21.5024563845701
5.79996999999999,3.105,20.943951023932,21.3628300444106
5.849988,3.105,20.943951023932,21.3628300444106
5.89999,3.105,20.8043246837724,21.5024563845701
5.949984,3.105,20.943951023932,21.3628300444106
5.999973,0,20.943951023932,21.5024563845701
6.049921,0,16.8947871593051,18.2910505609006
6.100026,0,9.49459113084915,12.1474915938805
6.149963,0,2.93215314335047,6.56243798749868
6.20001999999999,0,0,1.67551608191456
6.24998799999999,0,0,0
6.299957,0,0,0
6.349984,0,0,0
6.400011,0,0,0
6.449968,0,0,0
6.499916,0,0,0
6.549979,0,0,0
6.599935,0,0,0
6.649925,0,0,0
6.699913,0,0,0
6.749972,0,0,0
6.799968,0,0,0
6.849959,0,0,0
6.899932,0,0,0
6.949934,0,0,0
7.000007,3.105,0,0
7.049921,3.105,11.1701072127637,10.1927228316469
7.100027,3.105,18.5703032412197,18.0117978805815
7.14991699999999,3.105,19.9665666428151,20.1061929829747
7.200001,3.105,20.5250720034533,20.8043246837724
7.249991,3.105,20.6646983436129,20.943951023932
7.299926,3.105,20.6646983436129,21.0835773640915
7.349923,3.105,20.8043246837724,21.223203704251
7.399938,3.105,20.8043246837724,21.3628300444106
7.449986,3.105,20.943951023932,21.3628300444106
7.50008,3.105,20.943951023932,21.223203704251
7.550023,3.105,20.943951023932,21.3628300444106
7.599922,3.105,20.8043246837724,21.3628300444106
7.649942,3.105,20.943951023932,21.5024563845701
7.699931,3.105,20.8043246837724,21.3628300444106
7.749976,3.105,20.943951023932,21.3628300444106
7.799983,3.105,21.0835773640915,21.5024563845701
7.849958,3.105,20.8043246837724,21.3628300444106
7.900001,3.105,20.943951023932,21.3628300444106
7.950018,3.105,20.8043246837724,21.5024563845701
8.000051,0,20.943951023932,21.5024563845701
8.049926,0,16.7551608191456,18.151424220741
8.099945,0,9.6342174710087,12.2871179340401
8.149937,0,2.93215314335047,6.70206432765823
